Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4,Unnamed: 11,Unnamed: 12,y,intent,tone,resolution
22931,64270,44805.46667,support.pt@aspiegel.com,Shipping reward rescued Redeemed Rewards Sending,Estimated Hugo Brito We recommend that we can turn to the channel disagree https Discord GG Tkyzc Cagu from the work environment of your computer directly if you have any difficulties using the dyscrevia or if we prefer the case to provide the following information for a more of -founded investigation your identifies your server appallery. who participated describe how many points Huawei Coupon pre -destined to contact your disagreement account if you apply if you have any more quests please feel if you want to respond to this peak of electrus mail we will be happy to clarify about your lives Ian Aspiegel if a company constitutes the laws of Ireland with dublin Ireland In the orrer of your seeing contest made in the app gallery and I downloaded the apps collected the necessary points for the redemption of the prison that intended to ask which one to deliver the same photo of the respective printely Hugo Brito get outlook for Android,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Suggestion,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22931,64278,44805.46944,support.pt@aspiegel.com,Shipping reward rescued Redeemed Rewards Sending,bom dia o tenho computador obter outlook para android envio de recompensa resgatada estimado hugo brito recomendamos que nos contacte atrav do canal discordar https discord gg tkyzc cagu partir do ambiente de trabalho do seu computador directamente se tiver quaisquer dificuldades na utiliza da disc rdia ou se preferir que s tratemos do caso queira fornecer nos as seguintes informa es para uma investiga mais ofundada sua identifica huawei seu pa de servi appgallery me configura es pa o nome da aplica do jogo nome da campanha em que participou descreva quantos pontos huawei coupon pre lhe foram destinados informa es de contacto da sua conta discordante se aplic vel se tiver mais alguma quest por favor sinta se vontade para responder este pico de correio electr nico teremos todo prazer em esclarec lo sobre as suas vidas atenciosamente ian aspiegel se uma empresa constitu da segundo as leis da Ireland with headquarters in Dublin Ireland,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Suggestion,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22931,64290,44805.49097,support.pt@aspiegel.com,Shipping reward rescued Redeemed Rewards Sending,Estimated Hugo Brito Thanks for his return for his response in this case we can help we will need the following information as his identifies huawei his serving app configures me to the name of the app name campaign name in which he has described how many points huawei coupon pre was intended for his disagreeing account if he has any more quests to answer this peak Electrian Mail we will be pleased to clarify about your lives Best regardedly Ian Aspiegel if a company is the laws of Ireland based in Dublin Ireland Irland Shipping Rewards Raised Good morning I have computer to get outlook for Android,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Suggestion,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22931,64537,44805.85,support.pt@aspiegel.com,Shipping reward rescued Redeemed Rewards Sending,Where I see I identifies Huawei Hugo Brito Portugal Sorted Gallery Contest was to see rescued time were points for complaining huawey mini speaker whose photo I attached to android reward shipping Hugo Brito thanks for your backing response in this case we can help we will need the following information from your part of your part. ES PA The name of the application of the game campaign name in which you participated describe how many points huawei cour pre -destined to contact your disagreement account if you apply any more quests please feel if you want to respond to this electrus mail we will be happy to clarify about your lives Sincerely Ian aspiegel if an Irish -based company with dublin headquarters Ireland,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Suggestion,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions
22928,64311,44805.52222,support.de@aspiegel.com,update,"Dear customer thank you very much that you have received contact. We hope that you are fine This email refers to your request.The SE is a company under Irish law based in SE is the provider of Huawei Mobile Services R Huawei and Honor GER TEBESITER in and others AW Update very warm thanks R The quick answer I do not install the app is already installed and if I do not get this click, I do not get any error message with kind news from my phone.Disgraved customer Thank you for making contact with contact. We hope that you are fine This mail refers to your request.Quick Apps Https Consumer Huawei Com En Support Content En Us App Gallery Https Consumer Huawei Com En Support Content En Us Apps at Region HTTPS CONSUMER HUAWEI COM EN SUPPORT AN U.The seat in SE is the provider of Huawei Mobile Services R Huawei and Honor Ger Teb owner in and others update good evening after yesterday's update from my Huawei Mate Lite I get an app I need to help and the chat could not help me.",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,,,Problem/Fault,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery
22928,64533,44805.8375,support.de@aspiegel.com,update,"Good evening unfortunately my problem has not yet gel the necessary information huawei id name of the app solitaire screenshot. This message remains not and do not help and do not help because this is a paid app of Google I will not deactivate and reinstall I would like to thank you through the support with friendly GR en wrote at the DO Dear. Thank you very much.You are doing well this email refers to your request.Huawei Mobile Services R Huawei and Honor GER Teb owner in and other no ones Update Dear customer Thank you for contacting us. We hope that you are doing well This mail refers to your request.The text input field A Hen the corresponding app and click OK more information on the following instructions Quick Apps Https Consumer Huawei Com En Support Content En Us App Gallery Https Consumer Huawei Com En Support Content EN Us Apps at Region HTTPS CONSUMER HUAWEI COM EN SUPPORT Content en U.Answers and we will be happy to help you with friendly Gru customer service The SE is a society under Irish law, based in SE",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,,,Problem/Fault,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery
22928,64535,44805.84167,support.de@aspiegel.com,update,"Dear customer thank you very much that you have received contact. We hope that you are fine This email refers to your request. Thanks to the apps, we apologize to us the inconvenience and thank you for your patience I know that this is a tense situation and I understand your dissatisfaction but I am here to offer you the help that you need our internal team and will analyze us quickly and so quicklyAs soon as we have received the answer from you, I or one of my colleagues will help you follow the steps given by our internal team to solve the problem. We will do our best to find a suitable solution for your request with friendly GR Customer service The SE is a company based in SE is the provider of Huawei Mobile Services R Huawei and Honor Ger Teb owner in and other.My problem not yet gel the required information huawei id name of the app Solitaire screenshot. This message remains not and do not help and do not help because this is a paid app from Google I will not deactivate it and reinstall it I would like to thank you the support with friendly GR en wrote at the DO. Thank you very much.This email refers to your request. The app so that we will help you as quickly as right. Please send us the following information your Huawei ID the name of the app a screenshot of the app and the technical problem that you have if you have any further questions.Services R Huawei and Honor ger Teb owner in and others",AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,,,Problem/Fault,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery
22926,64180,44805.35556,support.es1@aspiegel.com,Puntos Huawei,"Dear customer thanks for contacting Aspiegel We hope that this email is doing well.All paying to reward the user with cashback will have an orange phrase that mentions reward at points when your payment has been completed has been successful touch to accept to accept your participation in the campaign after accepting click on fact to accept the Cashback of the campaSlaughter tab step if you have pressed the bot OK THE FOLLOWING DATA YOUR SERVICE PA The date on which the purchase is made.Huawei should receive if you have any other questions do not hesitate to answer this thread of email only we will be delighted to clarify your doubts attentively to the client AspiegelIn the past, checking that the promotion of Huawei points continues but it has not given me the opci to obtain them or appear to reclaces the ad ticket of the purchase thanks a greeting a greeting",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64224,44805.40208,support.es1@aspiegel.com,Puntos Huawei,"Good as the problem was just that in my previous purchases, I always appear the bot of points this time only what can be seen in the image ad ta did not give me to accept to obtain but to arrive that step I was already made the purchase I thought that entering the application can obtain the points not claimed but they do not appear to see me also next image ad ta in which I include the last points obtained the absence in this purchase.JUDI wrote client thanks for contacting we hope that this email is doing well.Payment that rewarding the user with cashback will have an orange phrase that mentions reward at points when your payment has been completed has been successful touch to accept to accept your participation in the bed after accepting click on fact to accept the Cashback of the campaSlaughter tab step if you have pressed the bot OK THE FOLLOWING DATA YOUR SERVICE PA The date on which the purchase is made.Huawei points should receive if you have any other questions do not hesitate to answer this thread of email only we will be happy to clarify your doubts attentively RAM Support customer service is a company constituted by virtue of the legislation with its headquarters in SE is the supplier of vile services of Huawei the owners of Huawei Honor devices in other countries",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64238,44805.42569,support.es1@aspiegel.com,Puntos Huawei,"Dear customer thanks for contacting Aspiegel We hope that this Nico email is doing well.Electical we will be happy to clarify your doubts carefully to the client AspiegelImage ad ta did not give me Opci to accept to obtain but to get that step I was already made the purchase thought that entering the application could obtain the points not claimed but they do not appear to see me also next image ad ta in which I include the last points obtained the absence in this purchase thanks pd if necessary for ease can contact me a greetingThe Huawei points PASSE PLEASE VERIFY If you have pressed the Bot to accept during the payment process which means that you agreePoints When your payment has been completed, it has been successful touch to accept to accept your participation in the campaign after accepting pressPurchase.Enchanted to clarify their doubts carefully to the client Aspiegel",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64320,44805.53333,support.es1@aspiegel.com,Puntos Huawei,"Good afternoon, I answer the questions requested by image in purchases ad to image the one of whether I have calculated well thanks a greeting I am written client thanks for contacting Aspiegel we hope that this email is going well for your child.Campa in which participation indicates how many points Huawei should receive if you have any other question do not hesitate to answer this thread of email only we will be happy to clarify your doubts attentively to the client Aspiegel is a society constituted by virtue of the legislation with its headquarters in Aspiegel",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22926,64322,44805.53611,support.es1@aspiegel.com,Puntos Huawei,"Dear customer thank you very much for the facilitated information, we inform you that your application is being processed by our specialized department as soon as we have an update we will let it know for questions do not hesitate to answer this thread of email only we will be happy to clarify your doubts attentively to the client Aspiegel is a society constituted by virtue of the legislation of your headquarters in AspiegelHUAWEI HONOR DEVICE OWNERS IN OTHER PA SES HUAWEI POINTS Good afternoon I answer the questions requested by image in purchases ad to image the one of whether I have calculated well thanks a greeting GuestSend in the following data your service PA the date on which I make the purchase indicates the name of the campaHuawei Huawei Honor Devices owners in other pa ses",AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22924,64153,44805.31736,support.eu@aspiegel.com,refund request,screenshot com huawei hwid jpg svid mp we hope you re doing well will do my very best to assist you this email is regarding your refund request in order to give you the best solution please provide us with the following information screenshot or record video of the charge your huawei id app gallery hms core open then take screenshot if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru refund request the game is allowing illegal third party transactions and it not fair for players purchasing through legal and legit platforms to recharge so demand at least partial refund from the app kingdom guard,AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,,Problem/Fault,Problem/Fault,Third Party APPs,Refund
22924,64303,44805.51042,support.eu@aspiegel.com,refund request,unfortunately our internal tools do not allow access to folders from google drive could you please send them in another format also could you please provide us with you huawei id for your understanding and cooperation sincerely alexandru refund request screenshot com huawei hwid jpg svid mp,AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,,Problem/Fault,Problem/Fault,Third Party APPs,Refund
22924,64323,44805.53611,support.eu@aspiegel.com,refund request,huawei id video of charge https youtube com shorts nppd mzfgpg feature share,AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,,Problem/Fault,Problem/Fault,Third Party APPs,Refund
22924,64356,44805.59722,support.eu@aspiegel.com,refund request,we have checked with our internal team the huawei id and all the transactions took place more than days ago and according to our internal policy we are unable to assist you with the refund we advise you to report it to the developers and get feedback from their side also because we understand precisely what you mean with illegal payment for your understanding if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru refund request huawei id video of charge https youtube com shorts nppd mzfgpg feature share,AppGallery &amp; Games / Refund request: accidental purchase  ( item),AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,,Problem/Fault,Problem/Fault,Third Party APPs,Refund
22909,64407,44805.62361,support.pt@aspiegel.com,Appgallery problems and suggestions,we hope you re doing well in order to give you the best solution could you please clarify your request with following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda appgallery probl k javaslatok le s nem tudom telep teni messengert vjegy inform ci a huawei telefonomr k ldve,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Others,,,,,Others,Others,,
22876,64299,44805.50764,support.eu@aspiegel.com,cashback,for your understanding and we are sorry for the misunderstanding indeed my colleagues was talking about points and also for confirming us that you received the compensation we apologise for any inconvenience this process cause should you have any further questions please do not hesitate to contact us by replying to this mail sincerely madalin cashback on further review looking much later than the date in the last email cam see compensation for is this what was referred to as points because these numbers are very different for your patience regarding the paysafe campaign cashback you will receive the cashback as soon as the game team staff know the ision of budget owner regarding the fact you mentioned to not having received the cashback the team confirmed us that you received huawei points for non working gog points back in the days you can check their huawei points balance by going to huawei wallet me huawei points click on huawei points balance or settings account center huawei points payment and purchases coupons used expired used if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely madalin,AppGallery &amp; Games / Huawei points missing,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22853,64385,44805.61736,support.es1@aspiegel.com,Error obtaining gifts,Estimated customer I like to track the case that we propose in itself we do not have his news in hours we will close this ticket once the ticket is closed we will have to present a new ticket to receive an assistance which can cause delays in the resolution of the problem thanks for your understanding if you have any other question do not hesitate to answer this nic email thread we will be happy to help you solve your doubts.Virtue of the legislation with its headquarters in Aspiegel,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22836,64448,44805.68472,support.pt@aspiegel.com,APPGALLERERE PROBLEMS AND SUGGESTIONS,we hope you re doing well in order to give you the best solution could you please clarify your request with following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda appgallery problemos ir pasi lymai ymas ne galio tis diegimo paketas klaida kontaktin informacija,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Suggestion,Others,,,,Suggestion,Suggestion,Others,
22825,64434,44805.66042,support.fr@aspiegel.com,programme vip,bonjour et merci pour vos ponses je me suis rendu sur mon compte je ai encore rien re je ne sais pas il a un lai ou si devait tre imm diat au moment j ai re votre mail ai bien suivi les instructions je ne pense pas avoir regard au mauvais endroit dans le doute juste pour savoir si je dois attendre s il aurait un quelconque probl me merci le mer ao a crit cher client nous esp rons que vous allez bien nous vous apportons la ponse concernant votre probl me des contr les internes nous pouvons vous informer que votre paiement cash en ao utd tait de euro le ao dans ce cas vous avez droit au coupon du er seuil de euro de nos compenses vip notre quipe de campagne vous enverra le coupon correspondant directement sur votre compte afin de changer veuillez suivre le guide ci dessous galerie applications moi mon compte paiement et achat coupon demander un autre coupon en outre tous vos achats effectu pendant les autres jours du mois ao peuvent encore tre pris en compte pour clamer autres coupons vip vous pouvez continuer vos achats dans le jeu si vous avez atteint le niveau de penses sup rieur notre quipe de campagne vous distribuera manuellement un autre coupon de compense la fin de ce mois partir de tembre toutes les compenses pourront tre clam es automatiquement sur notre page de campagne vip nous vous informons galement que vous pouvez trouver notre quipe de campagne sur discord sous le nom de kiwi merci de votre confiance cordialement stela aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays programme vip re bonjour ai essay vainement de prendre contact avec quipe discord mais jamais personne ne a pondu donc depuis je ai rien obtenu pas aide pas de solution pas de points rien je me retrouve dans une impasse le temps passe et ai impression tre ignor quipe discord ne pond jamais ou une fois tout les mois je ne vois pas comment la situation qui pourtant tait clair dans nos changes de mails peut devenir si compliqu alors que aurait tre encore plus rapide esp re que vous pourrez apporter une aide direct car par discord il est clair que je aurai jamais rien le ao a crit cher client quipe discord en charge v rifi et le jeu the walking dead survivors est pas dans la liste des jeux du syst me vip ils ajouteront bient l quipe discord vous compensera en vous donnant des points huawei en fonction de votre paiement s que possible nous vous demandons donc de bien vouloir contacter quipe discord via le lien suivant https discord gg btjjqhcpe merci pour votre compr hension et votre coop ration nous vous serions reconnaissants de nous faire part de vos commentaires concernant notre change e mails car nous avons besoin de votre avis pour continuer am liorer notre service est pourquoi nous vous invitons remplir le questionnaire qui vous parviendra bient l adresse lectronique que vous avez utilis pour nous contacter si vous avez autres questions h sitez pas pondre cet mail et nous serons heureux de vous aider soudre vos doutes cordialement assistance la client le aspiegel aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays programme vip bonjour comme demand envoie les informations demand es the walking dead survivors programme vip ao je ai aucune id du nombre de points que aurai du recevoir je suis sol de ne pouvoir pondre cette question discord killflaker le dim ao a crit cher client merci avoir contact aspiegel nous esp rons que vous allez bien cet mail est propos de votre demande concernant le cashback pour le programme vip pour am liorer exp rience de jeu nous avons cr un canal discord pour vous tenir au courant des derni res campagnes de jeu des activit de duction et pour vous fournir des services directs nous vous recommandons utiliser notre canal discord nous vous recommandons de nous contacter via le canal discord https discord gg btjjqhcpe depuis votre ordinateur directement si vous avez des difficult utiliser discord ou si vous pr rez que nous traitions le cas veuillez nous fournir les informations suivantes pour une enqu te plus approfondie votre identifiant huawei votre pays de service appgallery moi param tres le nom de application jeu le nom de la campagne laquelle vous avez particip indiquez combien de points huawei vous deviez recevoir les coordonn es de votre compte discord le cas ch ant si vous avez autres questions h sitez pas pondre cet mail et nous serons heureux de vous aider soudre vos doutes cordialement stela aspiegel se est une soci de droit irlandais dont le si ge est en aspiegel se est le fournisseur de services mobiles huawei aux propri taires appareils huawei et honor en au en en et dans autres pays programme vip bonjour ai un petit souci avec le programme vip du mois ao jusqu maintenant il indique toujours euro pens alors que ai effectu beaucoup de penses je ne comprends pas car le mois pr dent tout allait bien je vous ajoute les captures crans de mes penses mon compte huawei est avec cette adresse mail par laquelle je prends contact mon pseudo est et mon num ro de mobile est le utilise tphones un huawei et un autre un autre fabricant esp re avoir fourni toutes les informations cessaires pour la solution de mon probl me merci,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64438,44805.66875,support.fr@aspiegel.com,programme vip,Dear customer We thank you to have this problem with you if you have followed the tes that we have advisable to you to appgalle me my payment account and purchase coupon request another coupon and that you have not found the coupon we will laugh with our internal quipe and you wet that possible cordially Stela Aspiegel is a social of Irish law whose SI is in aspigel is theTaking devices Huawei and Honor en en en En En and in other countries Program VIP Hello and thank you for your ponses I went to my account I still have nothing I don't know he has a lai or if it had to be imm diat at the time I reached your email followed the instructions I do not think to have looks at the wrong place in doubt just to know if I should wait if it would have any problem thank the sea.You bring the ponse concerning your problem of the interns we can inform you that your cash payment in a ao utd tait of Euro the ao in this case you are entitled to the coupon of the ER threshold of our VIP compenses our campaign quipe will send you the corresponding coupon directly on your account in order to change please follow the guide below gallery Applications Me my account and purchase coupon to request another coupon.From the month AO can still be taken into account to proclaim other VIP coupons you can continue your purchases in the game if you have reached the level of SUP laughing thoughts our countryside will manually distribute another coupon to compensate for the end of this month from the month all the offsets can be used automatically on our VIP campaign page We also inform you that you can find our campaign quipeConfidence cordially Stela Aspiegel is an Irish degree whose IS ge is aspigel is the Huawei mobile service provider to owners Huawei and Honor in EN EN and in other countries,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64482,44805.74167,support.fr@aspiegel.com,programme vip,Dear customer thank you to have contact aspiegel to give you the best solution please provide us with the following CRAN CRAN COURT very center HUAWEI ID Payment and Purchases Coupons win more coupons appgallery me rewards coupon available appgallery me rewards coupon uses appgallery me rewards coupon expair we thank you for your patience and comprise if you have other questions.will be happy to help you weld your doubts cordially Aspiegel is an Irish social law whose SI is in AspiGel is the provider of mobile services Huawei to the owners devices Huawei and Honor in EN EN EN EN EN and in other countries VIP Program Dear Customer We thank you to have this problem with you if you have followed the tapes that we have advisable you.Coupon and that you have not found the coupon we will laugh with our internal pump and you wet that possible cordially Stela Aspiegel is a social of Irish law whose Si GE is aspiegel is the provider of mobile services Huawei with owners of Huawei and Honor devices in EN EN and in other countries,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22825,64551,44805.97431,support.fr@aspiegel.com,programme vip,Good evening I do not know if is the translation in terms of indication for the menus but I am not having made the right captures not so made more than pr see if I am wrong the game crisp cher customer thank you having contact aspiegel in order to give you the best solution please provide us with the following cran captures very center of the Huawei account Huawei Id Payment and Purchases Coupons win more Appgallery MERewards Coupon uses Appgallery Me Rewards Coupon ExpiE We thank you for your patience and Comment Hension if you have other questions H site not to lay this email and we will be happy to help you weld your doubts cordially Aspiegel is a social of Irish law whose Si Ge is in aspiegel is the provider of mobile services Huawei to the Huawei and Honorin EN and in other countries,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire
22814,64188,44805.3625,support.eu@aspiegel.com,,"Dear customer thanks for providing this information your case will be transferred to our internal team for further investigations we will contact you via email as soon as possible thanks for your patience cordial greetings aspietgel se is company incorporated under the laws of with its headquarters in and other country aspietries supporting issue submit campaign Huawe id nrPremiums go away from the account, in fact, now I don't find it anymore, however, I attached the photo taken a few days ago as a correspondent on Wednesday August aspiergel support issue submit, kind customer we thank you for contacting the Aspiergel technical service this email concerns her concern for a won prize not received not to worry I understand very well her concern to do my best to provide her with the best possible solution if you have not registered address for the delivery of the prize.APPGALLERY I Press Other Touch To Register your shipping address officially request the premium you will be redirected another page in which you will be asked to provide your shipping address to accept the conditions Touching Send Apparir a new page that confirm that shipping address has been successfully sent OK OK Wait that article be delivered to your shipping address if your address is previously recorded previously to send us to send us the following information.A question to go to Appgallery I press more to make a screenshot of the other Huawei ID email address phone number used to record Huawei Id a screenshot of the shipping address successfully sent if the prize not listed on the other card please provide the following information for further investigations The date on which it was contacted by the customer service regarding the ID HUAWEI address.The country of your account describe the award won by include the name of the campaign to which you can participate if possible, include a screenshot of the winning notification after winning the prize in case of further questions, do not hesitate to answer this email we will be happy to assist you cordial greetings aspietgel se is company incorporated under the law of with iti headquarters in and other country aspiergelSupport Issue Submit Product AppGalley Games Requests Keting Campaign Huawei Points Coupons Prize Phone Numbe Contact Email Address Sum of the Issue hi I had participated in a competition on the Huawei app winning twitch clock in my account you can see the winning one year I have not yet received any home news events product partners support copy","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue,,,Problem/Fault,Problem/Fault,Coupon/Gifts/Points Issues,Cooperated campaign issue
